name,team,fifa_OVA,fifa_POT
M. Gueye,Adanaspor,71,72

A. Camara,Derby County,71,72

J. Börner,DSC Arminia Bielefeld,71,73

Flavio Paixão,Lechia Gdańsk,71,71

W. Grigg,Wigan Athletic,71,74

Javi Ros,Real Zaragoza,71,73

Borja García,Girona CF,71,74

Edgar Costa,CS Marítimo,71,71

D. Batth,Wolverhampton Wanderers,71,73

R. Petrović,Sporting CP,71,72

M. Ninković,Sydney FC,71,71

M. Faraoni,Udinese,71,76

I. Ivanov,Panathinaikos FC,71,71

J. Velázquez,FC Arouca,71,73

J. Campos,Free,71,71

Iñigo Pérez,CD Numancia,71,72

Y. Al Mosailem,Al Ahli,71,71

O. González,Deportivo Toluca,71,71

Samu Saiz,SD Huesca,71,75

D. Williams,Reading,71,72

Z. Korcsmár,Free,71,73

A. Kačaniklić,FC Nantes,71,74

J. Larsson,Brøndby IF,71,73

Guitián,Real Valladolid,71,75

P. Arajuuri,Lech Poznań,71,71

Mika,Sunderland,71,74

Carlos Ruiz,CD Tenerife,71,71

F. Midtsjø,Rosenborg BK,71,78

B. Wright,Preston North End,71,77

S. Romagnoli,Carpi,71,72

J. Hochscheidt,Eintracht Braunschweig,71,71

K. Malcuit,AS Saint-Étienne,71,74

L. Marín,Club de Deportes Temuco,71,71

I. Tsallagov,FC Krylya Sovetov Samara,71,75

Álex Fernández,Elche CF,71,76

Ji Dong Won,FC Augsburg,71,75

M. Jonckheere,KV Oostende,71,72

A. Elek,Free,71,71

B. Linssen,FC Groningen,71,72

P. Chavarría,Stade de Reims,71,71

G. Ebagua,Vercelli,71,71

J. Cuffaut,AS Nancy-Lorraine,71,71

M. Kieftenbeld,Birmingham City,71,72

A. Cohen,FC Ingolstadt 04,71,71

M. Torsiglieri,Rosario Central,71,71

D. Royer,New York Red Bulls,71,72

Pedro Moreira,Rio Ave FC,71,72

W. Sobota,FC St. Pauli,71,71

N. Höfler,SC Freiburg,71,73

A. Nukan,Beşiktaş JK,71,78

L. Ebecilio,FC Anzhi Makhachkala,71,76

F. Jozefzoon,PSV,71,74

M. Hector,Eintracht Frankfurt,71,78

J. Naessens,SV Zulte-Waregem,71,73

N. Larsen,Aalborg BK,71,74

G. Shinnie,Aberdeen,71,75

I. Conté,KV Oostende,71,73

B. Raman,Standard de Liège,71,77

B. Douglas,Torku Konyaspor,71,72

Gaztañaga,Real Sociedad,71,76

D. Oliynyk,SV Darmstadt 98,71,71

Zhang Linpeng,Free,71,72

L. Moore,Reading,71,77

J. Schlupp,Leicester City,71,77

João Diogo,CF Os Belenenses,71,71

D. Yılmaz,Bursaspor,71,71

M. Colin,Brentford,71,75

S. Bryzgalov,Terek Grozny,71,77

T. Moulin,Legia Warszawa,71,72

F. Rønnow,Brøndby IF,71,75

R. Žulj,SpVgg Greuther Fürth,71,74

F. Ogude,Amkar Perm,71,71

F. Sørensen,1. FC Köln,71,75

B. Martella,Crotone,71,77

N. Dussenne,Crotone,71,75

A. Wisdom,FC Red Bull Salzburg,71,76

K. Kraus,1. FC Heidenheim,71,75

M. Haïdara,Newcastle United,71,76

L. Landre,RC Lens,71,77

T. Bruns,Heracles Almelo,71,75

L. Arias,Independiente Medellín,71,71

V. Klonaridis,RC Lens,71,73

Yu Hai,Free,71,71

F. Bordagaray,Rosario Central,71,71

P. Kitchen,Heart of Midlothian,71,77

S. Armstrong,Celtic,71,73

A. Flint,Bristol City,71,73

Rodrigo Ely,Milan,71,76

Jair,Jeonnam Dragons,71,71

E. Reijnen,FC Groningen,71,71

J. Risdon,Perth Glory,71,78

N. Wells,Huddersfield Town,71,74

J. Tarkowski,Burnley,71,76

Yun Il Lok,FC Seoul,71,77

D. Chará,Portland Timbers,71,71

D. Foulquier,Granada CF,71,76

J. Lascelles,Newcastle United,71,79

Nuno Henrique,Boavista FC,71,71

Irureta,Real Zaragoza,71,72

Kijera,CD Mirandés,71,71

G. Courtet,AJ Auxerre,71,72

Jon Toral,Granada CF,71,78

Welthon,FC Paços de Ferreira,71,77

L. Aveldaño,Belgrano de Córdoba,71,71

B. Zuculini,Rayo Vallecano,71,78

C. Tainmont,Sporting Charleroi,71,71

A. Reach,Sheffield Wednesday,71,78

Cristian Herrera,Girona CF,71,75

P. Dummett,Newcastle United,71,75

J. Kosecki,SV Sandhausen,71,72

G. Achilier,Free,71,71

S. Marzo,SC Heerenveen,71,73

K. Günter,Galatasaray SK,71,80

B. Sarr,Olympique de Marseille,71,74

Lobato,Gimnàstic de Tarragona,71,71

R. Holzhauser,FK Austria Wien,71,73

M. Dupé,FC Nantes,71,76

K. Otigba,Kasimpaşa SK,71,75

G. Zahid,Vålerenga Fotball,71,79

Oriol Rosell,CF Os Belenenses,71,75

R. Baca,Cruz Azul,71,72

T. Leistner,1. FC Union Berlin,71,74

Clerc,CA Osasuna,71,76

P. Gouano,Vitória Guimarães,71,80

Adriano Facchini,Kardemir Karabükspor,71,71

Ruíz de Galarreta,CD Numancia,71,78

R. Alioui,Nîmes Olympique,71,75

N. Sliti,LOSC Lille,71,77

J. Louis,SM Caen,71,77

R. Schoofs,KAA Gent,71,77

S. Meïté,SV Zulte-Waregem,71,76

S. Sosa,Rosario Central,71,71

A. Lozano,CD Tenerife,71,79

V. Verre,Pescara,71,80

J. Ibe,Bournemouth,71,81

N. Dicko,Wolverhampton Wanderers,71,77

D. Bulthuis,1. FC Nürnberg,71,73

M. Kone,Cesena,71,72

T. Savanier,Nîmes Olympique,71,74

G. De Luca,Bari,71,73

N. Murru,Cagliari,71,80

B. Verboom,SV Zulte-Waregem,71,74

J. Dezi,Perugia,71,75

E. Šetkus,ADO Den Haag,71,71

A. Shynder,Amkar Perm,71,71

P. Bamford,Burnley,71,78

L. Trossard,KRC Genk,71,79

J. Paredes,Watford,71,71

E. Krafth,Bologna,71,78

F. Barrientos,Club Atlético Lanús,71,76

E. Finlay,Columbus Crew SC,71,72

F. Pereyra,PAOK,71,71

P. Caballero,CD Lugo,71,71

K. Ayhan,Fortuna Düsseldorf,71,79

A. González,SD Huesca,71,77

T. Rogić,Celtic,71,78

S. Badji,RSC Anderlecht,71,74

B. Fofana,Ettifaq FC,71,72

L. Fernández,Independiente,71,74

Joo Se Jong,FC Seoul,71,74

A. Bakasetas,Free,71,76

Clinton Mata,Sporting Charleroi,71,76

F. Holland,SV Darmstadt 98,71,73

O. Othman,Al Nassr,71,71

I. Ghaleb,Al Nassr,71,75

B. van Polen,PEC Zwolle,71,71

R. Filippi,Tours FC,71,72

A. Gyurcsó,Pogoń Szczecin,71,74

B. Hrgota,Eintracht Frankfurt,71,79

I. Stefanović,Moreirense FC,71,71

H. Al Moqahwi,Al Ahli,71,71

C. Mammarella,Vercelli,71,71

J. Adéoti,SM Caen,71,72

J. Pelupessy,Heracles Almelo,71,75

B. Rabello,Santos Laguna,71,77

J. Busk,1. FC Union Berlin,71,77

H. Mukhtar,Brøndby IF,71,82

G. Lovrencsics,Free,71,71

M. Jahfali,Al Hilal,71,71

S. Muwashar,Al Ahli,71,71

P. Ziegler,1. FC Kaiserslautern,71,73

A. Brignoli,CD Leganés,71,77

S. Cikalleshi,Medipol Başakşehir FK,71,73

S. Al Dawsari,Al Hilal,71,74

Leandrinho,Rio Ave FC,71,79

Paulinho,Grupo Desportivo de Chaves,71,76

Elsinho,Kawasaki Frontale,71,73

V. Lazaro,FC Red Bull Salzburg,71,82

A. Traustason,SK Rapid Wien,71,78

A. Rojas,Cruz Azul,71,71

E. Saveljich,Levante UD,71,77

O. Viera,Adanaspor,71,71

P. Gollini,Aston Villa,71,79

Borja López,FC Barcelona,71,81

S. Rincón,Club Atlético Tigre,71,78

A. Solari,Estudiantes de La Plata,71,77

K. Karaman,Hannover 96,71,77

C. N'Jié,Olympique de Marseille,71,80

Alberto Martín,CD Leganés,71,74

F. Mendy,Ulsan Hyundai Horang-i,71,71

T. Mings,Bournemouth,71,79

C. Ascues,VfL Wolfsburg,71,76

C. Fiore,Standard de Liège,71,78

K. Nagai,Nagoya Grampus,71,71

P. Sané,SM Caen,71,76

Ismael,Kalmar FF,71,78

K. Fatai,FC Ufa,71,74

W. Troost-Ekong,FK Haugesund,71,78

R. Rusescu,Osmanlıspor,71,71

M. Nervo,Huracán,71,75

S. Gustafson,Feyenoord,71,77

I. Fossum,Hannover 96,71,78

C. Suárez,Everton de Viña del Mar,71,71

D. Rodríguez,Independiente,71,73

Y. Candelo,Querétaro,71,76

C. Higuita,Orlando City Soccer Club,71,81

J. Mojica,Rayo Vallecano,71,76

G. Mera,Deportivo Cali,71,73

Douglas Coutinho,SC Braga,71,79

J. Lopera,Once Caldas,71,71

J. Pérez,Tiburones Rojos de Veracruz,71,74

L. Castellanos,Independiente Santa Fe,71,71

D. Mosquera,Independiente Santa Fe,71,76

D. Bocanegra,Atlético Nacional,71,71

J. Hernández,Independiente Medellín,71,71

C. Alzáte,Deportes Tolima,71,71

G. Cano,Club León,71,71

A. del Valle,Millonarios FC,71,72

M. Riquero,Deportes Iquique,71,71

C. Vilches,Universidad de Chile,71,71

R. Carrascal,Millonarios FC,71,78

F. Aguilar,Atlético Nacional,71,79

D. Banguero,Deportes Tolima,71,72

N. Maturana,Universidad de Chile,71,77

S. Martínez,Universidad de Chile,71,76

M. Cuero,Santos Laguna,71,76

F. Campos,Colo-Colo,71,80

W. Morelo,Pachuca,71,71

C. Arboleda,Independiente Santa Fe,71,71

L. Páez,Águilas Doradas,71,71

J. Fuentes,San Luis de Quillota,71,71

W. Guisao,Racing Club,71,73

J. Duque,Club Atlas,71,71

D. Currimilla,Unión Española,71,71

D. Llanos,Universidad Católica,71,71

M. Bolados,Colo-Colo,71,80

F. Cordero,Universidad Católica,71,71

Varela,Real Oviedo,71,81

D. Rodríguez,Rosario Central,71,73

J. Luna,San Juan,71,71

M. Rolle,Unión,71,71

F. Lértora,Belgrano de Córdoba,71,75

E. Rescaldani,Atlético Nacional,71,77

F. Márquez,Belgrano de Córdoba,71,71

César,CD Nacional,71,76

C. Menéndez,Atlético Tucumán,71,71

L. Albertengo,Independiente,71,75

G. Gil Romero,Estudiantes de La Plata,71,75

C. Auzqui,Estudiantes de La Plata,71,73

G. Milan,FC Metz,71,71

B. Petkovic,Trapani,71,81

B. Drągowski,Fiorentina,71,86

C. Strandberg,CSKA Moscow,71,77

B. Kapustka,Leicester City,71,84

J. Broun,Santa Fe,71,71

R. Delgado,Florencio Varela,71,72

N. Domínguez,Querétaro,71,75

F. Raičević,Vicenza,71,79

E. García,Pachuca,71,73

S. Fofana,Udinese,71,82

T. Okriashvili,FC Krasnodar,71,75

Gonçalo Paciência,Olympiakos CFP,71,80

Óscar Gil,Real Oviedo,71,80

L. Dubois,FC Nantes,71,80

E. Suagher,Atalanta,71,76

Álex Moreno,Rayo Vallecano,71,77

J. Abella,Santos Laguna,71,77

D. Cerén,San Jose Earthquakes,71,74

P. Gueye,FC Rostov,71,71

Y. Kashiwagi,Urawa Red Diamonds,71,71

D. Djené,Sint-Truidense VV,71,74

A. Silva,Club Atlético Lanús,71,72

Rafa Soares,Rio Ave FC,71,84

H. Palacios,Deportivo Cali,71,77

J. Arzura,River Plate,71,77

Saúl,Girona CF,71,82

O. Diakhité,Estoril Praia,71,78

Cotán,Sevilla Atlético,71,81

D. Delgado,Deportes Tolima,71,76

H. Hateboer,FC Groningen,71,76

R. Bezjak,SV Darmstadt 98,71,71

A. Grassi,Atalanta,71,80

M. Caldara,Atalanta,71,80

D. Gray,Leicester City,71,82

Luismi,Real Valladolid,71,78

R. Tapia,Feyenoord,71,79

M. Azira,Colorado Rapids,71,71

R. Thomas,PEC Zwolle,71,78

T. Leibold,1. FC Nürnberg,71,78

G. Conti,Santa Fe,71,79

A. Nouri,Ajax,71,84

M. Barrios,FC Dallas,71,74

J. Arango,Deportivo Pasto,71,72

E. Arango,Alianza Petrolera,71,77

S. Ingason,Sporting Lokeren,71,76

Raúl,CS Marítimo,71,74

E. Mammana,Olympique Lyonnais,71,84

D. Dibusz,Free,71,75

V. Cabrera,Montreal Impact,71,77

L. Acosta,D.C. United,71,80

Zhang Xizhe,Free,71,76

Vigaray,Deportivo Alavés,71,80

F. Mladenović,1. FC Köln,71,75

Nathan,Vitesse,71,79

H. Fredes,Florencio Varela,71,71

Wallyson Mallmann,Standard de Liège,71,78

J. Prior,Girondins de Bordeaux,71,82

S. Griesbeck,1. FC Heidenheim,71,73

S. Ay,Torku Konyaspor,71,76

C. Penilla,Monarcas Morelia,71,74

F. Pellegrino,Sarandí,71,71

O. Çağlayan,Çaykur Rizespor,71,83

K. Vandendriessche,KV Oostende,71,72

F. Diedhiou,Angers SCO,71,75

E. Taşdemir,Bursaspor,71,79

I. Sarr,Orlando Pirates,71,71

A. Pešić,Atalanta,71,74

Munir,CD Numancia,71,73

Rui Correia,CD Nacional,71,74

O. Rivero,Colo-Colo,71,74

W. Weghorst,AZ,71,75

R. Gosens,Heracles Almelo,71,75

João Afonso,Estoril Praia,71,74

V. Rongier,FC Nantes,71,79

I. Kovačec,Ulsan Hyundai Horang-i,71,71

A. Marušić,KV Oostende,71,75

A. Farías,CD Palestino,71,71

Luís Aurélio,F. Santa Maria da Feira,71,71

E. Aguirre,Pachuca,71,82

C. Henao,Millonarios FC,71,72

Querol,CF Reus Deportiu,71,71

R. Bensebaini,Stade Rennais FC,71,79

D. Luckassen,AZ,71,76

D. Dos Santos,AZ,71,77

L. Cook,Bournemouth,71,85

J. Sánchez,Junior FC,71,71

Fábio Martins,Grupo Desportivo de Chaves,71,78

Andrezinho,FC Paços de Ferreira,71,81

Rafael Defendi,FC Paços de Ferreira,71,71

A. Lusamba,OGC Nice,71,82

G. Ferrari,Crotone,71,74

S. Sparagna,AJ Auxerre,71,77

K. Diks,Fiorentina,71,79

T. Rakhale,Orlando Pirates,71,72

R. Aït Atmane,Real Sporting de Gijón,71,77

D. Ndi,Real Sporting de Gijón,71,79

A. Traoré,AS Monaco,71,81

A. Oğuz,Gençlerbirliği SK,71,76

L. Suárez,Villarreal CF,71,82

A. Golovin,CSKA Moscow,71,81

Washington,CD Nacional,71,72

Bruno Paulista,Sporting CP,71,81

B. Verbič,FC København,71,80

Fabián,Real Betis Balompié,71,81

O. Colley,KRC Genk,71,77

Ricardo Valente,FC Paços de Ferreira,71,72

T. Minamino,FC Red Bull Salzburg,71,79

I. Malcorra,Club Tijuana,71,71

S. Ichazo,Bari,71,75

C. Pulisic,Borussia Dortmund,71,85

B. Valdez,Club América,71,76

Raillo,RCD Mallorca,71,75

K. Onisiwo,1. FSV Mainz 05,71,77

T. Ndoro,Orlando Pirates,71,71

A. Camargo,CD Universidad de Concepción,71,73

A. Zhirov,FC Tom Tomsk,71,77

Campillo,CD Lugo,71,76

M. Etame,Antalyaspor,71,71

Gerard Valentín,Gimnàstic de Tarragona,71,79

A. Barboza,Florencio Varela,71,80

S. Sensi,Sassuolo,71,83

R. Bajić,Torku Konyaspor,71,79

S. Al Hashan,Al Shabab,71,73

Heitor Gesse,Clube Atlético Mineiro,71,71

Alex das Freitas,A. Minas Gerais,71,71

Adeilson Gesser,Clube Atlético Mineiro,71,71

Heltinho Melo,Club de Regatas Vasco da Gama,71,71

Eltildo Bessa,Associação Chapecoense de Futebol,71,71

Josué da Feira,Grêmio Foot-Ball Porto Alegrense,71,71

André Milazisco,Sport Club Internacional,71,71

Wiliam Santinho,Vitória,71,71

Edsinho Torres,Sociedade Esportiva Palmeiras,71,71

Tramontinaldo,Grêmio Foot-Ball Porto Alegrense,71,71

Tony Muttinho,Santa Cruz,71,71

Nuno Padrenda,Avaí Futebol Clube,71,72

Alexandre Frandeira,Clube Atlético Mineiro,71,71

Barbosaldinho,Sport Club do Recife,71,71

Natinho Mestres,Goiás Esporte Clube,71,74

Sandelas Júnior,Vitória,71,71

Luis Couprins,Botafogo de Futebol e Regatas,71,71

Vieiraldo Junior,Fluminense Football Club,71,71

Tiago Pombeira,Sociedade Esportiva Palmeiras,71,71

Paulolettinho,Santos Futebol Clube,71,71

Paulao Junqueiras,Grêmio Foot-Ball Porto Alegrense,71,71

Nascimentardo,Botafogo de Futebol e Regatas,71,71

Hugo Rubiães,Grêmio Foot-Ball Porto Alegrense,71,71

M. Gaćinović,Eintracht Frankfurt,71,80

J. Carreño,Universidad Católica,71,82

D. Tkachuk,Rubin Kazan,71,71

G. Cimirot,PAOK,71,78

T. Abraham,Bristol City,71,85

C. Muñoz,Talleres de Cordoba,71,72

K. Mbappe Lottin,AS Monaco,71,87

G. Aburjania,Sevilla Atlético,71,82

M. Grujić,Liverpool,71,85

Felipe Augusto,Estoril Praia,71,76

C. Fai,Standard de Liège,71,74

S. Ascacibar,Estudiantes de La Plata,71,84

L. Jović,SL Benfica,71,84

S. Bertoli,Club Atlético Patronato,71,71

K. Shibasaki,Sanfrecce Hiroshima,71,71

G. Shibasaki,Kashima Antlers,71,77

M. Villanueva,Málaga CF,71,77

R. Sobhi,Stoke City,71,82

Nathael Silbeira,Criciúma,71,71

Eduardo Fonseira,Goiás Esporte Clube,71,71

Vágner Corraldo,Goiás Esporte Clube,71,71

Jony Reitosa,Criciúma,71,71

S. Owusu,Gençlerbirliği SK,71,76

D. Terans,Santiago Wanderers,71,77

Y. Shakhov,PAOK,71,75

M. Sarr,OGC Nice,71,85

Marc Roca,RCD Espanyol,71,83

C. González,Sevilla Atlético,71,77

Alam Lindeiro,Santos Futebol Clube,71,71

Enzo Merques,Joinville Esporte Clube,71,71

Marlion Simões,A. Minas Gerais,71,73

Martin Cordeia,Associação Chapecoense de Futebol,71,71

Marlion Rolim,Sport Club do Recife,71,74

Túlio Sandoiro,Fluminense Football Club,71,71

Manu Herrera,Real Betis Balompié,70,70

D. Vaughan,Nottingham Forest,70,70

Nélson,AD Alcorcón,70,70

M. Marchionni,Latina,70,70

D. Boer,Ajax,70,70

M. Gilks,Rangers,70,70

P. Robinson,Burnley,70,70

D. Whitehead,Huddersfield Town,70,70

R. Taylor,Port Vale,70,70

G. Mudingayi,Pisa,70,70

B. Ogbeche,Willem II,70,70

K. Ziani,US Orléans Loiret Football,70,70

S. Camara,Montpellier Hérault SC,70,70

C. Varrault,Dijon FCO,70,70

Camacho,SD Huesca,70,70

S. Hofmann,SK Rapid Wien,70,70

A. Ferdinand,Southend United,70,70

Vilas Boas,Rio Ave FC,70,70

G. O'Neil,Bristol City,70,70

L. Camp,Rotherham United,70,70

D. Haas,FC Erzgebirge Aue,70,70

C. Burke,Ross County FC,70,70

P. Brożek,Wisła Kraków,70,70

M. Langer,IFK Norrköping,70,70

B. Castro,Heracles Almelo,70,70

Dorado,Rayo Vallecano,70,70

Lopo,Gimnàstic de Tarragona,70,70

Dani Güiza,Cádiz C.F.,70,70

Nino,Elche CF,70,70

C. Valencia,Jaguares de Chiapas,70,71

T. Broich,Brisbane Roar,70,70

A. Lonergan,Wolverhampton Wanderers,70,70

J. Makoun,Antalyaspor,70,70

B. Barry,Sporting Lokeren,70,70

A. Walke,FC Red Bull Salzburg,70,70

M. Donadel,Montreal Impact,70,70

S. Whittaker,Norwich City,70,70

B. De Ceulaer,KVC Westerlo,70,70

S. Sarıoğlu,Galatasaray SK,70,70

S. Andersen,FC København,70,70

A. Durak,Kasimpaşa SK,70,70

J. Hansen,Lyngby BK,70,70

Melli,CF Reus Deportiu,70,70

P. Calandria,CD O'Higgins,70,70

Jung Jo Gook,GwangJu FC,70,70

B. Lobonţ,Roma,70,70

W. Bressan,Chievo Verona,70,70

J. Gjasula,SpVgg Greuther Fürth,70,70

S. Rizzato,Trapani,70,70

D. Verhulst,Sporting Lokeren,70,71

N. Borchers,Portland Timbers,70,70

M. Chrétien,AS Nancy-Lorraine,70,70

L. Sam,D.C. United,70,70

D. Rozehnal,KV Oostende,70,70

H. Yebda,CF Os Belenenses,70,70

Kwak Hee Ju,Suwon Samsung Bluewings,70,70

A. Cordaro,SV Zulte-Waregem,70,70

F. Baloy,Águilas Doradas,70,70

J. Rodríguez,Monarcas Morelia,70,70

A. Galindo,Deportivo Toluca,70,70

J. Buxton,Wigan Athletic,70,70

M. Kightly,Burnley,70,70

D. Ludueña,Talleres de Cordoba,70,70

C. Araujo,Huracán,70,70

C. Muñoz,CD Universidad de Concepción,70,70

A. Şahin,Kardemir Karabükspor,70,70

J. Alvbåge,IFK Göteborg,70,70

Dorca,Elche CF,70,70

Dani Giménez,Real Betis Balompié,70,70

Codina,CF Reus Deportiu,70,70

C. Moţi,Free,70,70

A. Malarz,Legia Warszawa,70,70

S. Peszko,Lechia Gdańsk,70,70

D. De fauw,SV Zulte-Waregem,70,70

A. Al-Habsi,Reading,70,70

A. Rosati,Perugia,70,70

M. Sifakis,KV Kortrijk,70,70

J. Absalonsen,SønderjyskE,70,70

J. Samuelsen,Odds BK,70,70

R. Vaz Tê,Akhisar Belediyespor,70,70

C. Cohen,Nottingham Forest,70,70

H. Bouazza,Red Star FC,70,70

V. Gragnic,RC Strasbourg,70,70

R. Stearman,Wolverhampton Wanderers,70,70

C. Ikeme,Wolverhampton Wanderers,70,70

P. Celeban,Śląsk Wrocław,70,70

A. Saborío,D.C. United,70,70

S. Henderson,Nottingham Forest,70,70

F. Vilar,Club Tijuana,70,70

L. Rey,Monarcas Morelia,70,70

M. Mills,Nottingham Forest,70,70

S. Barker,Burton Albion,70,70

F. Rodríguez,Cruz Azul,70,70

C. Janker,FC Augsburg,70,70

Y. Abe,Urawa Red Diamonds,70,70

Richy,Girona CF,70,70

R. Lindgren,BK Häcken,70,70

C. Giménez,Cruz Azul,70,70

E. Velarde,Club León,70,70

T. Kessler,1. FC Köln,70,70

D. Edwards,Wolverhampton Wanderers,70,70

P. Tschauner,Hannover 96,70,70

D. Fox,Nottingham Forest,70,70

G. Rodríguez,Deportivo Toluca,70,70

E. Hoffer,Karlsruher SC,70,70

M. Zambelli,Empoli,70,70

A. Rivas,Deportes Tolima,70,70

P. Leciejewski,SK Brann,70,70

G. Gimbert,Le Havre AC,70,70

S. Bolat,CD Nacional,70,71

K. Chiba,Sanfrecce Hiroshima,70,70

A. Keogh,Perth Glory,70,70

J. Spector,Birmingham City,70,70

N. Champagne,Bahía Blanca,70,70

A. Coda,Pescara,70,70

Pita,CD Lugo,70,70

W. Johnson,Toronto FC,70,70

J. Larentowicz,LA Galaxy,70,70

T. Kristensen,Brisbane Roar,70,70

B. Boswell,D.C. United,70,70

J. Hobbs,Nottingham Forest,70,70

F. Marange,SC Bastia,70,70

R. Murawski,Pogoń Szczecin,70,70

Park Chu Young,FC Seoul,70,70

Yang Dong Hyen,Pohang Steelers,70,70

C. McCann,Coventry City,70,70

K. Árnason,Malmö FF,70,70

G. Değirmenci,Gaziantepspor,70,74

D. Stroh-Engel,SV Darmstadt 98,70,70

E. Juárez,Monterrey,70,70

A. Aldrete,Cruz Azul,70,70

I. Taranov,FC Krylya Sovetov Samara,70,70

M. Connolly,Cardiff City,70,70

A. Stokes,Blackburn Rovers,70,70

D. Perrinelle,New York Red Bulls,70,70

M. Karl,SV Sandhausen,70,70

M. Al Shalhoub,Al Hilal,70,70

L. Freeman,Bristol City,70,75

F. Valiani,Bari,70,70

D. Adlung,1860 München,70,70

J. Garner,Rangers,70,70

L. Peltier,Cardiff City,70,70

J. Grounds,Birmingham City,70,70

J. Maghoma,Birmingham City,70,70

B. Turner,Burton Albion,70,70

L. McGugan,Sheffield Wednesday,70,70

S. Golbourne,Bristol City,70,70

F. N'Ganga,Sporting Charleroi,70,70

J. Zimmermann,1860 München,70,70

N. Belmonte,Perugia,70,70

Iñigo López,SD Huesca,70,70

Rafa López,Real Valladolid,70,70

Alex Ortiz,CD Mirandés,70,70

Linares,Real Oviedo,70,70

Javi Flaño,CA Osasuna,70,70

G. Bergessio,San Lorenzo de Almagro,70,70

Juan Carlos,Real Oviedo,70,72

B. Martin,Clermont Foot 63,70,70

L. Sepsi,1. FC Nürnberg,70,70

C. Bieler,Belgrano de Córdoba,70,70

N. Pedersen,KV Oostende,70,70

Natalio,Universidad Católica de Murcia CF,70,70

B. Pitman,Ipswich Town,70,70

L. Grabban,Bournemouth,70,70

M. Fofana,RC Lens,70,70

M. N'Diaye,ES Troyes AC,70,71

S. Marinos,Sporting Charleroi,70,70

E. Dreer,Free,70,70

F. Ceravolo,Benevento Calcio,70,70

M. Knaller,SV Sandhausen,70,70

P. Barrera,U.N.A.M.,70,70

G. Barnes,Vancouver Whitecaps FC,70,70

T. Clarke,Preston North End,70,70

J. Pearce,Charlton Athletic,70,70

P. Caddis,Birmingham City,70,70

S. Quinn,Reading,70,70

J. Rojas,Belgrano de Córdoba,70,70

M. Figueroa,FC Dallas,70,70

Feng Xiaoting,Free,70,70

H. Kage,KV Kortrijk,70,70

J. Akpala,KV Oostende,70,70

Jung Sung Ryong,Kawasaki Frontale,70,70

P. Escobar,Free,70,70

J. Hyka,FC Luzern,70,70

M. Pedersen,Strømsgodset IF,70,72

K. Oris,Incheon United FC,70,70

L. Jutkiewicz,Birmingham City,70,70

A. Rooney,Aberdeen,70,70

A. Robic,AS Nancy-Lorraine,70,70

A. Bodzek,Fortuna Düsseldorf,70,70

Ilsinho,Philadelphia Union,70,70

D. Rangelov,Torku Konyaspor,70,70

S. Fürstner,1. FC Union Berlin,70,70

J. Schuster,SC Freiburg,70,70

N. Bertolo,Banfield,70,70

Bellvis,AD Alcorcón,70,70

T. Derijck,SV Zulte-Waregem,70,70

M. Costanzo,FC Vaduz,70,70

M. Lekven,Vålerenga Fotball,70,70

G. Obertan,FC Anzhi Makhachkala,70,70

F. Della Rocca,Salerno,70,70

T. Priskin,Free,70,70

Canella,Real Sporting de Gijón,70,70

R. Acquafresca,Bologna,70,70

R. Majewski,Lech Poznań,70,70

D. Ya Konan,Fortuna Düsseldorf,70,70

R. Rogers,LA Galaxy,70,70

R. Salinas,Club Atlas,70,70

B. Evans,Seattle Sounders FC,70,70

B. Capon,KV Oostende,70,70

William,Club América,70,70

M. McKay,Brisbane Roar,70,70

Dinei,Shonan Bellmare,70,70

M. Petržela,Free,70,70

A. Wilkinson,Sydney FC,70,70

D. Bakar,Sporting Charleroi,70,70

K. Barbarouses,Wellington Phoenix,70,71

Zhang Chengdong,Free,70,70

M. Männel,FC Erzgebirge Aue,70,70

K. Erasmus,Stade Rennais FC,70,72

D. Gordon,SV Sandhausen,70,70

Rabiola,FC Paços de Ferreira,70,71

Oier,Granada CF,70,71

Cris,F. Santa Maria da Feira,70,70

M. Gazzola,Sassuolo,70,70

